n70,g87,g72
n65,g25,g0
n6,g78,g19
n35,g15,g10
n4,g9,g84
n32,g51,g45
n72,g3,g67
n74,g16,g21
n26,g57,g83
n21,g39,g84
n60,g98,g61
n20,g55,g18
n73,g55,g26
n51,g70,g91
n69,g35,g15
n71,g99,g61
n28,g78,g98
n77,g8,g88
n14,g75,g89
n45,g16,g89
n39,g18,g48
n5,g89,g52
n23,g37,g63
n24,g42,g57
n54,g55,g11
n16,g31,g66
n17,g41,g38
n18,g30,g11
n63,g51,g94
n9,g13,g7
n25,g5,g4
n30,g28,g93
n31,g59,g12
n10,g32,g71
n43,g75,g1
n68,g10,g82
n34,g91,g22
n8,g39,g37
n53,g94,g47
n55,g24,g84
n38,g80,g29
n33,g21,g44
n62,g73,g33
n11,g89,g85
n27,g91,g54
n50,g96,g98
n44,g33,g65
n12,g82,g74
n67,g71,g31
n75,g90,g64
n0,g17,g6
n22,g23,g8
n58,g60,g58
n36,g8,g30
n42,g43,g85
n61,g53,g68
n78,g52,g60
n3,g67,g98
n29,g24,g77
n47,g70,g77
n49,g0,g17
n52,g50,g99
n59,g69,g8
n57,g4,g61
n66,g92,g16
n37,g32,g2
n13,g14,g74
n40,g50,g17
n19,g71,g89
n46,g30,g50
n7,g51,g73
n15,g37,g76
n48,g15,g43
n41,g3,g98
n76,g90,g10
n64,g16,g53
n56,g95,g21
n2,g58,g7
n1,g60,g7
