n70,g62,g31
n65,g26,g11
n6,g23,g60
n35,g2,g16
n4,g18,g81
n32,g58,g77
n72,g95,g22
n74,g76,g92
n26,g42,g8
n21,g56,g32
n60,g11,g40
n20,g99,g72
n73,g0,g78
n51,g0,g34
n69,g43,g98
n71,g68,g72
n28,g31,g44
n77,g36,g20
n14,g88,g44
n45,g70,g17
n39,g90,g41
n5,g42,g76
n23,g79,g38
n24,g49,g87
n54,g32,g57
n16,g53,g76
n17,g54,g72
n18,g1,g81
n63,g1,g44
n9,g20,g33
n25,g50,g61
n30,g68,g10
n31,g80,g96
n10,g18,g77
n43,g98,g5
n68,g66,g96
n34,g41,g16
n8,g32,g15
n53,g40,g76
n55,g79,g82
n38,g63,g14
n33,g57,g18
n62,g89,g87
n11,g6,g11
n27,g19,g51
n50,g32,g89
n44,g68,g71
n12,g55,g77
n67,g86,g33
n75,g80,g95
n0,g17,g76
n22,g53,g18
n58,g57,g61
n36,g75,g90
n42,g40,g61
n61,g73,g74
n78,g15,g74
n3,g71,g34
n29,g51,g17
n47,g84,g92
n49,g32,g21
n52,g72,g86
n59,g19,g28
n57,g10,g7
n66,g65,g46
n37,g95,g48
n13,g14,g88
n40,g12,g82
n19,g83,g34
n46,g52,g65
n7,g98,g56
n15,g46,g53
n48,g49,g74
n41,g39,g94
n76,g13,g64
n64,g13,g8
n56,g28,g74
n2,g20,g46
n1,g89,g67
