n0,g25,g70
n1,g81,g49
n2,g62,g55
n3,g41,g10
n4,g38,g83
n5,g74,g90
n6,g87,g27
n7,g45,g27
n8,g96,g32
n9,g16,g40
n10,g88,g80
n11,g42,g4
n12,g6,g85
n13,g28,g52
n14,g52,g81
n15,g24,g39
n16,g14,g47
n17,g89,g36
n18,g98,g86
n19,g8,g92
n20,g56,g59
n21,g52,g55
n22,g10,g45
n23,g11,g89
n24,g16,g44
n25,g27,g72
n26,g28,g3
n27,g55,g36
n28,g66,g68
n29,g67,g98
n30,g71,g63
n31,g61,g13
n32,g50,g43
n33,g76,g99
n34,g99,g27
n35,g9,g48
n36,g23,g32
n37,g9,g69
n38,g65,g10
n39,g40,g0
n40,g44,g24
n41,g0,g37
n42,g56,g60
n43,g51,g12
n44,g22,g7
n45,g45,g91
n46,g21,g38
n47,g88,g34
n48,g91,g30
n49,g47,g95
n50,g95,g98
n51,g10,g71
n52,g33,g43
n53,g78,g11
n54,g13,g43
n55,g5,g37
n56,g69,g43
n57,g13,g48
n58,g48,g79
n59,g67,g37
n60,g85,g19
n61,g41,g13
n62,g32,g13
n63,g3,g14
n64,g54,g75
n65,g43,g5
n66,g15,g66
n67,g31,g8
n68,g48,g22
