n0,g66,g15
n1,g32,g34
n2,g99,g2
n3,g61,g84
n4,g18,g86
n5,g10,g91
n6,g15,g78
n7,g39,g89
n8,g93,g28
n9,g18,g24
n10,g84,g89
n11,g25,g45
n12,g38,g86
n13,g50,g41
n14,g3,g89
n15,g7,g40
n16,g85,g18
n17,g83,g88
n18,g88,g38
n19,g8,g87
n20,g93,g43
n21,g10,g38
n22,g61,g21
n23,g39,g12
n24,g84,g96
n25,g9,g99
n26,g57,g45
n27,g16,g66
n28,g58,g2
n29,g24,g37
n30,g83,g63
n31,g67,g70
n32,g21,g9
n33,g46,g19
n34,g89,g13
n35,g59,g42
n36,g63,g64
n37,g68,g49
n38,g15,g90
n39,g21,g44
n40,g82,g72
n41,g41,g42
n42,g91,g41
n43,g58,g56
n44,g8,g42
n45,g34,g25
n46,g41,g7
n47,g6,g17
n48,g14,g29
