n0,g36,g74
n1,g33,g86
n2,g68,g91
n3,g62,g37
n4,g74,g82
n5,g37,g53
n6,g86,g97
n7,g28,g16
n8,g9,g30
n9,g82,g35
n10,g14,g40
n11,g88,g69
n12,g63,g4
n13,g10,g30
n14,g73,g64
n15,g41,g61
n16,g37,g61
n17,g59,g9
n18,g7,g50
n19,g86,g55
n20,g51,g6
n21,g46,g18
n22,g10,g69
n23,g30,g36
n24,g31,g1
n25,g55,g54
n26,g82,g45
n27,g90,g58
n28,g16,g25
n29,g68,g37
n30,g49,g75
n31,g88,g13
n32,g99,g33
n33,g87,g77
n34,g71,g54
n35,g2,g96
n36,g75,g46
n37,g53,g38
n38,g33,g93
n39,g30,g5
n40,g11,g70
n41,g86,g47
n42,g4,g83
n43,g53,g66
n44,g6,g64
n45,g47,g56
n46,g38,g59
n47,g28,g56
n48,g17,g28
n49,g47,g15
n50,g65,g86
n51,g24,g45
n52,g33,g47
n53,g95,g10
n54,g34,g91
n55,g52,g72
n56,g9,g37
n57,g65,g73
n58,g38,g30
n59,g40,g67
n60,g49,g52
n61,g63,g88
n62,g55,g19
n63,g39,g96
n64,g32,g44
n65,g76,g46
n66,g17,g35
n67,g93,g90
n68,g78,g87
