n0,g65,g91
n1,g51,g16
n2,g70,g62
n3,g44,g52
n4,g7,g5
n5,g59,g63
n6,g44,g79
n7,g3,g86
n8,g13,g10
n9,g66,g97
n10,g82,g22
n11,g80,g63
n12,g69,g29
n13,g33,g21
n14,g44,g2
n15,g92,g60
n16,g41,g63
n17,g80,g54
n18,g26,g97
n19,g16,g42
n20,g22,g89
n21,g69,g5
n22,g71,g48
n23,g77,g54
n24,g91,g11
n25,g26,g14
n26,g42,g11
n27,g59,g70
n28,g7,g70
n29,g48,g43
n30,g97,g29
n31,g43,g11
n32,g68,g7
n33,g77,g75
n34,g80,g59
n35,g18,g75
n36,g58,g12
n37,g96,g35
n38,g79,g41
n39,g11,g66
n40,g99,g95
n41,g97,g53
n42,g29,g22
n43,g95,g38
n44,g78,g22
n45,g37,g45
n46,g3,g44
n47,g91,g62
n48,g5,g24
n49,g49,g64
n50,g79,g36
n51,g50,g9
n52,g47,g31
n53,g66,g72
n54,g87,g71
n55,g98,g10
n56,g32,g63
n57,g48,g35
n58,g68,g29
n59,g50,g51
n60,g41,g37
n61,g70,g39
n62,g32,g29
n63,g43,g77
n64,g82,g37
n65,g43,g58
n66,g70,g19
n67,g95,g42
n68,g73,g83
