n70,g95,g39
n65,g65,g70
n6,g51,g29
n35,g57,g61
n4,g81,g29
n32,g60,g63
n72,g85,g93
n74,g52,g65
n26,g86,g54
n21,g17,g57
n60,g36,g24
n20,g37,g27
n73,g11,g13
n51,g25,g24
n69,g32,g21
n71,g66,g3
n28,g15,g8
n77,g4,g42
n14,g61,g2
n45,g67,g45
n39,g44,g69
n5,g61,g75
n23,g91,g78
n24,g25,g90
n54,g20,g15
n16,g53,g21
n17,g76,g26
n18,g18,g35
n63,g90,g97
n9,g78,g86
n25,g86,g14
n30,g44,g6
n31,g45,g9
n10,g87,g48
n43,g78,g67
n68,g1,g67
n34,g1,g94
n8,g98,g83
n79,g6,g17
n53,g41,g7
n55,g25,g50
n38,g81,g79
n33,g37,g64
n62,g66,g23
n11,g48,g82
n27,g61,g12
n50,g64,g93
n44,g77,g26
n12,g6,g30
n67,g7,g96
n75,g7,g72
n80,g6,g53
n0,g42,g27
n22,g27,g81
n58,g1,g96
n36,g41,g72
n42,g81,g37
n61,g78,g97
n78,g73,g87
n3,g29,g44
n29,g43,g40
n47,g56,g66
n49,g82,g53
n52,g72,g84
n59,g59,g88
n57,g6,g63
n66,g90,g0
n37,g34,g8
n13,g12,g81
n40,g29,g11
n19,g51,g37
n46,g31,g68
n7,g37,g56
n15,g18,g7
n48,g56,g13
n41,g99,g13
n76,g88,g80
n64,g68,g32
n56,g88,g91
n2,g32,g15
n1,g21,g76
