n0,g32,g9
n1,g86,g28
n2,g12,g4
n3,g5,g81
n4,g0,g64
n5,g10,g3
n6,g27,g78
n7,g25,g87
n8,g54,g83
n9,g50,g90
n10,g97,g87
n11,g19,g62
n12,g33,g60
n13,g90,g45
n14,g1,g23
n15,g56,g42
n16,g14,g10
n17,g76,g89
n18,g67,g35
n19,g22,g42
n20,g94,g97
n21,g31,g61
n22,g69,g35
n23,g16,g52
n24,g74,g39
n25,g91,g4
n26,g67,g8
n27,g40,g55
n28,g10,g75
n29,g99,g4
n30,g27,g98
n31,g27,g56
n32,g55,g23
n33,g76,g37
n34,g77,g66
n35,g16,g21
n36,g82,g92
n37,g26,g53
n38,g39,g52
n39,g75,g58
n40,g79,g37
n41,g45,g16
n42,g28,g68
n43,g67,g60
n44,g65,g0
n45,g64,g24
n46,g88,g77
n47,g83,g42
n48,g45,g3
n49,g21,g72
n50,g70,g51
n51,g68,g53
n52,g5,g51
n53,g96,g6
n54,g52,g30
n55,g80,g7
n56,g51,g45
n57,g55,g42
n58,g71,g87
n59,g62,g48
n60,g22,g20
n61,g1,g90
n62,g70,g21
n63,g11,g12
