n0,g68,g22
n1,g50,g41
n2,g49,g72
n3,g94,g10
n4,g40,g85
n5,g84,g82
n6,g63,g77
n7,g48,g42
n8,g12,g31
n9,g83,g17
n10,g82,g46
n11,g27,g71
n12,g64,g78
n13,g96,g97
n14,g46,g13
n15,g66,g91
n16,g4,g52
n17,g39,g9
n18,g89,g57
n19,g78,g33
n20,g70,g6
n21,g60,g86
n22,g61,g76
n23,g12,g51
n24,g4,g13
n25,g48,g50
n26,g84,g77
n27,g43,g38
n28,g21,g47
n29,g22,g71
n30,g65,g94
n31,g65,g11
n32,g35,g18
n33,g0,g24
n34,g82,g94
n35,g7,g41
n36,g13,g91
n37,g22,g33
n38,g41,g6
n39,g98,g5
n40,g56,g57
n41,g37,g15
n42,g14,g6
n43,g42,g72
n44,g47,g49
n45,g48,g6
n46,g7,g68
n47,g62,g73
n48,g77,g47
n49,g48,g54
n50,g21,g71
