n0,g87,g32
n1,g17,g48
n2,g5,g90
n3,g57,g35
n4,g52,g4
n5,g86,g19
n6,g93,g61
n7,g80,g78
n8,g71,g92
n9,g79,g83
n10,g17,g25
n11,g37,g79
n12,g94,g56
n13,g5,g51
n14,g18,g85
n15,g63,g60
n16,g39,g2
n17,g27,g31
n18,g72,g45
n19,g23,g95
n20,g69,g74
n21,g12,g90
n22,g88,g6
n23,g56,g43
n24,g70,g1
n25,g98,g18
n26,g8,g47
n27,g93,g12
n28,g45,g79
n29,g26,g30
n30,g44,g93
n31,g90,g81
n32,g52,g34
n33,g19,g13
n34,g17,g11
n35,g86,g17
n36,g81,g18
n37,g53,g62
n38,g89,g44
n39,g19,g58
n40,g92,g80
n41,g16,g15
n42,g95,g77
n43,g41,g43
n44,g55,g42
n45,g85,g47
n46,g12,g5
n47,g65,g79
n48,g74,g25
n49,g66,g8
n50,g46,g89
