n0,g81,g88
n1,g45,g18
n2,g66,g65
n3,g32,g33
n4,g86,g49
n5,g88,g21
n6,g61,g21
n7,g56,g80
n8,g49,g50
n9,g92,g47
n10,g98,g45
n11,g14,g54
n12,g8,g77
n13,g9,g8
n14,g73,g74
n15,g32,g90
n16,g59,g22
n17,g21,g65
n18,g38,g90
n19,g17,g93
n20,g21,g51
n21,g18,g61
n22,g22,g18
n23,g27,g22
n24,g68,g16
n25,g78,g5
n26,g75,g68
n27,g61,g82
n28,g14,g23
n29,g94,g98
n30,g44,g91
n31,g53,g58
n32,g11,g31
n33,g74,g95
n34,g38,g92
n35,g12,g64
n36,g53,g78
n37,g51,g38
n38,g51,g32
n39,g40,g62
n40,g22,g81
n41,g40,g85
n42,g91,g66
n43,g95,g50
n44,g92,g12
n45,g83,g95
n46,g19,g10
n47,g52,g49
n48,g22,g2
n49,g94,g95
n50,g39,g96
