n0,g57,g37
n1,g93,g3
n2,g3,g55
n3,g73,g80
n4,g64,g92
n5,g63,g80
n6,g23,g42
n7,g56,g74
n8,g88,g38
n9,g18,g5
n10,g98,g80
n11,g30,g98
n12,g66,g27
n13,g74,g72
n14,g27,g54
n15,g34,g99
n16,g9,g80
n17,g97,g30
n18,g10,g60
n19,g37,g3
n20,g37,g61
n21,g72,g80
n22,g15,g73
n23,g90,g65
n24,g47,g91
n25,g54,g31
n26,g26,g17
n27,g66,g98
n28,g88,g49
n29,g7,g17
n30,g16,g71
n31,g64,g65
n32,g9,g13
n33,g97,g38
n34,g10,g54
n35,g56,g27
n36,g12,g62
n37,g25,g88
n38,g98,g45
n39,g44,g98
n40,g93,g90
n41,g39,g84
n42,g56,g92
n43,g30,g95
n44,g32,g99
n45,g23,g57
n46,g0,g43
n47,g89,g87
n48,g33,g87
n49,g34,g25
n50,g35,g55
n51,g58,g22
