n0,g58,g53
n1,g13,g20
n2,g2,g68
n3,g77,g39
n4,g36,g6
n5,g25,g24
n6,g52,g23
n7,g82,g89
n8,g92,g66
n9,g9,g12
n10,g29,g72
n11,g24,g63
n12,g70,g91
n13,g93,g76
n14,g15,g86
n15,g11,g88
n16,g12,g42
n17,g38,g69
n18,g77,g30
n19,g7,g64
n20,g10,g2
n21,g76,g22
n22,g5,g9
n23,g60,g89
n24,g94,g23
n25,g74,g34
n26,g72,g20
n27,g69,g20
n28,g83,g22
n29,g31,g39
n30,g99,g18
n31,g12,g3
n32,g57,g61
n33,g27,g9
n34,g25,g86
n35,g95,g62
n36,g16,g8
n37,g91,g20
n38,g74,g59
n39,g53,g52
n40,g2,g11
n41,g51,g31
n42,g15,g9
n43,g76,g15
n44,g85,g5
n45,g16,g11
n46,g18,g34
n47,g14,g64
n48,g70,g66
n49,g96,g56
n50,g42,g3
n51,g1,g68
n52,g27,g49
n53,g36,g50
n54,g16,g79
n55,g59,g96
n56,g88,g28
n57,g54,g94
n58,g23,g36
n59,g80,g16
n60,g32,g90
n61,g80,g86
n62,g53,g48
