n0,g14,g91
n1,g77,g66
n2,g43,g49
n3,g56,g65
n4,g66,g70
n5,g20,g82
n6,g20,g12
n7,g64,g83
n8,g18,g89
n9,g60,g66
n10,g56,g37
n11,g74,g57
n12,g20,g62
n13,g90,g44
n14,g74,g34
n15,g47,g49
n16,g82,g13
n17,g63,g54
n18,g33,g11
n19,g94,g30
n20,g12,g42
n21,g43,g83
n22,g50,g93
n23,g0,g36
n24,g13,g76
n25,g48,g32
n26,g64,g57
n27,g80,g35
n28,g47,g2
n29,g87,g37
n30,g1,g29
n31,g29,g57
n32,g19,g82
n33,g28,g98
n34,g21,g72
n35,g22,g66
n36,g85,g80
n37,g27,g8
n38,g99,g56
n39,g45,g20
n40,g74,g18
n41,g29,g68
n42,g13,g0
n43,g56,g76
n44,g53,g77
n45,g70,g62
n46,g53,g81
n47,g81,g69
n48,g75,g62
n49,g39,g14
n50,g0,g8
n51,g91,g19
n52,g28,g0
n53,g31,g1
n54,g57,g54
n55,g88,g85
n56,g87,g60
n57,g29,g49
n58,g83,g89
n59,g70,g19
n60,g84,g31
n61,g91,g97
n62,g53,g20
