n70,g72,g85
n65,g33,g66
n6,g88,g51
n35,g7,g56
n4,g31,g64
n32,g58,g97
n72,g2,g43
n83,g74,g44
n74,g90,g56
n84,g4,g61
n26,g17,g97
n21,g81,g47
n60,g96,g63
n20,g38,g83
n73,g28,g27
n51,g7,g86
n69,g42,g91
n71,g9,g21
n28,g95,g56
n77,g27,g92
n14,g65,g94
n45,g16,g15
n39,g13,g46
n5,g25,g27
n23,g77,g15
n24,g33,g23
n54,g53,g8
n16,g80,g43
n82,g48,g54
n17,g57,g35
n18,g54,g12
n63,g49,g52
n9,g49,g83
n25,g23,g75
n30,g72,g19
n31,g45,g89
n10,g11,g23
n43,g47,g97
n68,g89,g74
n34,g14,g65
n8,g32,g41
n79,g46,g66
n53,g54,g10
n55,g97,g3
n38,g23,g91
n33,g23,g20
n62,g48,g56
n11,g54,g64
n27,g22,g51
n50,g77,g72
n44,g68,g0
n12,g5,g44
n67,g54,g89
n75,g14,g42
n80,g70,g84
n0,g36,g99
n22,g94,g34
n81,g0,g5
n58,g1,g26
n36,g56,g52
n42,g11,g97
n61,g78,g59
n78,g40,g12
n3,g87,g7
n29,g13,g59
n47,g87,g76
n49,g30,g9
n52,g26,g44
n59,g15,g40
n57,g15,g83
n66,g92,g2
n37,g0,g33
n13,g87,g38
n40,g58,g18
n19,g48,g42
n46,g44,g4
n7,g85,g8
n15,g86,g10
n48,g20,g68
n41,g89,g25
n76,g69,g18
n64,g75,g40
n56,g5,g72
n2,g14,g41
n1,g83,g21
