n0,g13,g33
n1,g22,g77
n2,g21,g13
n3,g78,g44
n4,g1,g74
n5,g59,g62
n6,g66,g83
n7,g61,g11
n8,g19,g24
n9,g46,g29
n10,g83,g89
n11,g77,g97
n12,g55,g84
n13,g66,g29
n14,g58,g20
n15,g41,g7
n16,g8,g24
n17,g25,g84
n18,g44,g34
n19,g32,g34
n20,g60,g25
n21,g7,g97
n22,g8,g69
n23,g80,g2
n24,g57,g36
n25,g68,g8
n26,g66,g32
n27,g82,g18
n28,g29,g14
n29,g19,g49
n30,g62,g45
n31,g31,g68
n32,g62,g63
n33,g71,g57
n34,g56,g83
n35,g27,g95
n36,g2,g95
n37,g40,g30
n38,g98,g84
n39,g21,g55
n40,g83,g11
n41,g77,g14
n42,g68,g23
n43,g71,g16
n44,g81,g47
n45,g71,g36
n46,g38,g88
n47,g92,g48
n48,g18,g61
