n0,g71,g73
n1,g92,g62
n2,g31,g80
n3,g63,g25
n4,g59,g42
n5,g0,g30
n6,g62,g89
n7,g53,g47
n8,g22,g30
n9,g10,g54
n10,g38,g57
n11,g58,g56
n12,g6,g57
n13,g9,g60
n14,g55,g76
n15,g82,g27
n16,g67,g56
n17,g63,g46
n18,g68,g28
n19,g65,g39
n20,g84,g4
n21,g53,g38
n22,g61,g51
n23,g58,g29
n24,g22,g78
n25,g15,g32
n26,g89,g27
n27,g50,g96
n28,g3,g61
n29,g30,g77
n30,g82,g83
n31,g20,g49
n32,g9,g97
n33,g27,g93
n34,g11,g47
n35,g5,g14
n36,g5,g48
n37,g74,g64
n38,g58,g11
n39,g4,g72
n40,g92,g42
n41,g76,g31
n42,g46,g54
n43,g74,g20
n44,g80,g17
n45,g83,g88
n46,g66,g19
n47,g21,g86
n48,g91,g54
n49,g27,g55
n50,g42,g10
n51,g80,g18
n52,g48,g85
n53,g6,g23
n54,g99,g79
n55,g38,g67
n56,g61,g30
n57,g7,g11
n58,g29,g17
n59,g34,g41
n60,g25,g89
n61,g18,g1
n62,g51,g4
n63,g20,g18
n64,g53,g93
n65,g96,g89
n66,g41,g99
n67,g24,g87
n68,g87,g20
