n70,g41,g78
n6,g55,g38
n4,g31,g88
n22,g77,g9
n21,g17,g41
n60,g90,g4
n79,g27,g0
n74,g7,g52
n69,g75,g50
n28,g79,g4
n14,g17,g52
n45,g40,g89
n5,g10,g3
n23,g47,g97
n24,g83,g2
n17,g5,g29
n54,g15,g20
n77,g0,g37
n63,g52,g59
n9,g71,g74
n25,g67,g81
n87,g25,g29
n10,g2,g89
n68,g65,g80
n34,g43,g80
n72,g30,g76
n73,g8,g46
n55,g95,g26
n44,g51,g94
n16,g73,g38
n80,g99,g76
n81,g94,g72
n75,g83,g77
n66,g94,g23
n47,g78,g67
n52,g96,g21
n59,g93,g63
n57,g29,g24
n71,g80,g73
n37,g30,g93
n31,g68,g47
n19,g6,g54
n46,g15,g26
n65,g68,g72
n85,g0,g24
n1,g63,g85
n84,g18,g12
n32,g6,g49
n26,g65,g28
n20,g42,g12
n53,g79,g85
n56,g90,g22
n76,g95,g37
n38,g59,g50
n13,g54,g92
n67,g82,g23
n41,g10,g49
n18,g84,g5
n11,g96,g79
n30,g43,g70
n35,g64,g28
n8,g23,g59
n83,g32,g67
n39,g80,g82
n33,g14,g61
n27,g77,g65
n50,g96,g90
n12,g67,g92
n82,g81,g99
n0,g27,g26
n43,g39,g88
n58,g93,g62
n36,g70,g53
n42,g10,g56
n61,g96,g35
n78,g81,g93
n3,g20,g67
n29,g85,g96
n49,g45,g94
n86,g19,g84
n62,g22,g98
n40,g11,g51
n51,g98,g83
n7,g53,g25
n15,g60,g1
n48,g7,g1
n64,g13,g21
n2,g98,g8
