n0,g2,g76
n1,g59,g70
n2,g79,g4
n3,g65,g11
n4,g66,g55
n5,g7,g30
n6,g17,g57
n7,g77,g89
n8,g1,g71
n9,g18,g39
n10,g74,g77
n11,g55,g14
n12,g86,g37
n13,g20,g56
n14,g70,g19
n15,g24,g27
n16,g51,g0
n17,g35,g86
n18,g33,g73
n19,g57,g64
n20,g99,g23
n21,g89,g74
n22,g1,g69
n23,g97,g91
n24,g92,g71
n25,g6,g16
n26,g24,g31
n27,g86,g70
n28,g96,g60
n29,g5,g6
n30,g3,g11
n31,g12,g75
n32,g75,g50
n33,g14,g46
n34,g97,g19
n35,g52,g54
n36,g62,g9
n37,g36,g90
n38,g37,g58
n39,g18,g66
n40,g51,g88
n41,g72,g18
n42,g26,g11
n43,g33,g25
n44,g30,g13
n45,g82,g72
n46,g40,g5
