n0,g31,g8
n1,g3,g15
n2,g78,g81
n3,g87,g22
n4,g80,g21
n5,g65,g43
n6,g99,g93
n7,g54,g63
n8,g8,g93
n9,g70,g66
n10,g14,g91
n11,g82,g50
n12,g60,g30
n13,g79,g53
n14,g5,g66
n15,g58,g0
n16,g52,g4
n17,g91,g85
n18,g26,g41
n19,g34,g29
n20,g30,g16
n21,g96,g12
n22,g98,g44
n23,g42,g13
n24,g87,g86
n25,g14,g35
n26,g62,g97
n27,g15,g88
n28,g97,g26
n29,g65,g52
n30,g79,g11
n31,g79,g49
n32,g13,g55
n33,g15,g44
n34,g67,g50
n35,g45,g83
n36,g70,g51
n37,g29,g89
n38,g41,g24
n39,g17,g7
n40,g12,g46
n41,g38,g32
n42,g96,g45
n43,g37,g58
n44,g12,g76
n45,g17,g84
n46,g20,g12
n47,g23,g38
n48,g69,g74
n49,g21,g76
n50,g66,g30
n51,g8,g37
n52,g18,g41
