n0,g26,g8
n1,g37,g27
n2,g79,g34
n3,g99,g15
n4,g99,g87
n5,g29,g88
n6,g19,g48
n7,g42,g4
n8,g83,g52
n9,g66,g92
n10,g30,g72
n11,g47,g98
n12,g88,g43
n13,g87,g56
n14,g67,g6
n15,g23,g47
n16,g32,g60
n17,g83,g49
n18,g99,g88
n19,g76,g78
n20,g83,g57
n21,g98,g48
n22,g65,g99
n23,g54,g52
n24,g99,g52
n25,g31,g62
n26,g1,g41
n27,g21,g44
n28,g27,g79
n29,g79,g38
n30,g77,g46
n31,g31,g77
n32,g59,g89
n33,g18,g30
n34,g66,g84
n35,g65,g5
n36,g30,g54
n37,g40,g31
n38,g85,g77
n39,g15,g1
n40,g88,g76
n41,g34,g86
n42,g89,g37
n43,g68,g50
n44,g33,g42
n45,g35,g50
