n0,g83,g17
n1,g45,g44
n2,g3,g35
n3,g60,g34
n4,g81,g62
n5,g84,g29
n6,g77,g62
n7,g67,g9
n8,g43,g4
n9,g60,g35
n10,g88,g69
n11,g87,g64
n12,g68,g96
n13,g22,g56
n14,g47,g71
n15,g91,g52
n16,g91,g57
n17,g66,g87
n18,g66,g73
n19,g32,g85
n20,g68,g21
n21,g48,g34
n22,g22,g81
n23,g13,g22
n24,g72,g11
n25,g38,g58
n26,g19,g81
n27,g27,g55
n28,g59,g10
n29,g59,g3
n30,g61,g82
n31,g58,g99
n32,g11,g64
n33,g68,g8
n34,g99,g76
n35,g97,g51
n36,g58,g93
n37,g95,g4
n38,g85,g66
n39,g97,g98
n40,g30,g2
n41,g67,g92
n42,g53,g71
n43,g70,g31
n44,g35,g0
n45,g53,g63
n46,g70,g92
n47,g38,g70
n48,g59,g27
n49,g46,g24
n50,g66,g90
n51,g96,g41
n52,g51,g46
n53,g12,g30
n54,g2,g59
n55,g21,g49
n56,g30,g6
n57,g36,g85
n58,g80,g53
n59,g67,g23
n60,g7,g57
