n70,g57,g20
n65,g84,g32
n6,g6,g98
n35,g97,g48
n4,g82,g86
n32,g78,g65
n72,g15,g91
n26,g18,g72
n21,g9,g33
n60,g50,g70
n20,g96,g70
n73,g25,g12
n51,g35,g72
n69,g18,g29
n71,g31,g29
n28,g20,g92
n14,g27,g79
n45,g77,g55
n39,g46,g61
n5,g55,g58
n23,g29,g21
n24,g58,g66
n54,g67,g32
n16,g2,g86
n17,g64,g19
n18,g93,g8
n63,g59,g99
n9,g34,g35
n25,g52,g65
n30,g19,g59
n31,g31,g55
n10,g67,g52
n43,g96,g48
n68,g60,g93
n34,g40,g8
n8,g21,g44
n53,g68,g39
n55,g25,g13
n38,g28,g26
n33,g89,g47
n62,g27,g9
n11,g97,g68
n27,g60,g5
n50,g38,g95
n44,g2,g11
n12,g11,g55
n67,g12,g32
n0,g90,g52
n22,g72,g39
n58,g25,g22
n36,g82,g36
n42,g69,g2
n61,g18,g37
n3,g88,g16
n29,g54,g58
n47,g90,g91
n49,g65,g67
n52,g80,g88
n59,g69,g33
n57,g91,g21
n66,g47,g23
n37,g60,g82
n13,g83,g77
n40,g20,g37
n19,g25,g62
n46,g87,g47
n7,g28,g47
n15,g58,g61
n48,g13,g53
n41,g87,g86
n64,g40,g85
n56,g36,g53
n2,g60,g44
n1,g75,g62
