n0,g40,g57
n1,g63,g9
n2,g66,g53
n3,g72,g48
n4,g41,g0
n5,g90,g75
n6,g67,g27
n7,g54,g42
n8,g58,g98
n9,g29,g96
n10,g95,g55
n11,g81,g52
n12,g20,g91
n13,g84,g6
n14,g70,g46
n15,g48,g96
n16,g63,g1
n17,g14,g31
n18,g15,g9
n19,g48,g46
n20,g75,g46
n21,g50,g4
n22,g22,g65
n23,g34,g65
n24,g30,g14
n25,g54,g49
n26,g43,g69
n27,g2,g81
n28,g93,g0
n29,g92,g38
n30,g60,g1
n31,g59,g80
n32,g51,g3
n33,g31,g80
n34,g21,g49
n35,g69,g66
n36,g53,g44
n37,g27,g28
n38,g43,g2
n39,g24,g77
n40,g35,g24
n41,g93,g6
n42,g78,g29
n43,g21,g79
n44,g96,g94
n45,g72,g40
n46,g82,g97
n47,g59,g7
n48,g12,g27
n49,g82,g87
n50,g96,g25
n51,g9,g13
n52,g28,g55
n53,g89,g24
n54,g3,g85
n55,g20,g61
n56,g66,g98
n57,g4,g20
n58,g85,g41
n59,g60,g6
n60,g95,g5
n61,g30,g39
n62,g65,g0
n63,g26,g28
n64,g35,g28
n65,g85,g75
n66,g35,g61
