n70,g34,g12
n65,g73,g6
n6,g98,g77
n35,g64,g69
n4,g80,g34
n32,g59,g76
n26,g37,g81
n21,g74,g90
n60,g67,g93
n20,g85,g9
n51,g96,g73
n69,g56,g31
n71,g64,g56
n28,g79,g85
n14,g62,g24
n45,g2,g96
n39,g20,g87
n5,g51,g81
n23,g45,g76
n24,g84,g67
n54,g71,g55
n16,g46,g90
n17,g11,g27
n18,g18,g46
n63,g80,g46
n9,g2,g5
n25,g58,g76
n30,g26,g58
n31,g18,g60
n10,g91,g47
n43,g21,g16
n68,g25,g51
n34,g25,g27
n8,g92,g51
n53,g78,g84
n55,g92,g98
n38,g26,g22
n33,g29,g13
n62,g13,g50
n11,g74,g66
n27,g66,g37
n50,g49,g26
n44,g21,g6
n12,g69,g29
n67,g56,g96
n0,g62,g84
n22,g13,g73
n58,g33,g58
n36,g20,g31
n42,g12,g3
n61,g71,g20
n3,g81,g1
n29,g18,g21
n47,g68,g94
n49,g8,g54
n52,g48,g30
n59,g56,g93
n57,g67,g89
n66,g70,g48
n37,g98,g11
n13,g58,g55
n40,g28,g21
n19,g93,g3
n46,g0,g53
n7,g20,g47
n15,g46,g53
n48,g17,g62
n41,g46,g82
n64,g62,g16
n56,g92,g70
n2,g19,g44
n1,g30,g96
