n70,g43,g9
n65,g41,g0
n6,g97,g29
n35,g2,g38
n4,g10,g47
n32,g78,g89
n26,g72,g97
n21,g81,g61
n60,g94,g28
n20,g72,g70
n51,g66,g17
n69,g34,g87
n71,g14,g44
n28,g96,g22
n14,g77,g60
n45,g81,g91
n39,g68,g0
n5,g81,g39
n23,g28,g33
n24,g17,g63
n54,g57,g59
n16,g87,g74
n17,g88,g99
n18,g74,g60
n63,g38,g85
n9,g8,g65
n25,g94,g51
n30,g64,g40
n31,g10,g79
n10,g93,g62
n43,g93,g60
n68,g27,g91
n34,g63,g85
n8,g62,g65
n53,g81,g72
n55,g92,g38
n38,g71,g55
n33,g60,g28
n62,g45,g8
n11,g64,g21
n27,g51,g4
n50,g3,g99
n44,g63,g22
n12,g67,g44
n67,g15,g95
n0,g13,g28
n22,g8,g21
n58,g61,g12
n36,g37,g39
n42,g55,g97
n61,g79,g86
n3,g92,g60
n29,g90,g98
n47,g72,g36
n49,g40,g78
n52,g50,g78
n59,g78,g34
n57,g85,g34
n66,g36,g6
n37,g15,g75
n13,g9,g78
n40,g58,g3
n19,g53,g5
n46,g83,g20
n7,g33,g58
n15,g24,g68
n48,g10,g53
n41,g97,g22
n64,g76,g15
n56,g70,g77
n2,g31,g79
n1,g30,g35
