n0,g68,g24
n1,g70,g87
n2,g56,g41
n3,g29,g17
n4,g57,g3
n5,g4,g54
n6,g24,g45
n7,g37,g27
n8,g11,g42
n9,g80,g97
n10,g36,g58
n11,g88,g29
n12,g14,g0
n13,g94,g36
n14,g46,g3
n15,g40,g76
n16,g88,g11
n17,g51,g52
n18,g30,g47
n19,g33,g50
n20,g62,g70
n21,g95,g4
n22,g72,g53
n23,g92,g15
n24,g63,g93
n25,g0,g96
n26,g24,g2
n27,g54,g49
n28,g29,g91
n29,g63,g68
n30,g95,g55
n31,g51,g82
n32,g6,g60
n33,g61,g66
n34,g88,g89
n35,g66,g16
n36,g49,g70
n37,g17,g95
n38,g84,g52
n39,g49,g4
n40,g51,g27
n41,g33,g83
n42,g54,g62
n43,g71,g46
n44,g44,g48
n45,g93,g79
n46,g33,g0
n47,g89,g96
n48,g21,g64
n49,g85,g1
n50,g81,g98
n51,g74,g14
n52,g32,g74
n53,g91,g55
n54,g16,g89
n55,g31,g53
n56,g43,g89
n57,g23,g74
n58,g38,g96
