n70,g43,g19
n6,g69,g80
n4,g35,g7
n22,g6,g28
n21,g50,g27
n60,g29,g48
n79,g29,g68
n74,g37,g63
n69,g61,g33
n28,g27,g37
n14,g1,g54
n45,g48,g77
n5,g56,g17
n23,g61,g7
n24,g89,g57
n17,g48,g55
n54,g24,g71
n77,g93,g42
n63,g30,g88
n9,g53,g17
n25,g42,g32
n87,g74,g49
n10,g13,g28
n68,g92,g89
n34,g88,g68
n72,g94,g27
n73,g35,g30
n55,g99,g29
n44,g63,g68
n16,g51,g15
n80,g34,g3
n81,g73,g84
n75,g91,g34
n66,g42,g84
n47,g92,g88
n52,g66,g92
n59,g1,g6
n57,g49,g29
n71,g94,g43
n37,g65,g52
n31,g85,g22
n19,g7,g62
n46,g80,g28
n65,g79,g36
n85,g61,g57
n1,g47,g81
n84,g0,g5
n32,g17,g52
n26,g28,g98
n20,g61,g25
n53,g53,g87
n56,g75,g6
n76,g94,g11
n38,g31,g76
n13,g64,g97
n67,g71,g15
n41,g95,g97
n18,g35,g20
n11,g28,g96
n30,g39,g44
n35,g58,g3
n8,g70,g88
n83,g58,g76
n39,g42,g69
n33,g18,g47
n27,g79,g55
n50,g27,g10
n12,g23,g94
n82,g70,g77
n0,g94,g97
n43,g27,g18
n58,g54,g6
n36,g50,g40
n42,g91,g72
n61,g40,g35
n78,g83,g39
n3,g91,g17
n29,g14,g40
n49,g36,g93
n86,g16,g23
n62,g45,g68
n40,g49,g6
n51,g59,g58
n7,g50,g96
n15,g87,g24
n48,g68,g86
n64,g55,g62
n2,g17,g33
