n70,g91,g22
n65,g73,g46
n6,g31,g15
n35,g18,g55
n4,g41,g54
n32,g92,g39
n72,g3,g96
n26,g71,g84
n21,g69,g75
n60,g0,g8
n20,g34,g88
n51,g74,g37
n69,g90,g1
n71,g97,g12
n28,g66,g31
n14,g46,g19
n45,g85,g15
n39,g99,g72
n5,g68,g17
n23,g75,g89
n24,g61,g60
n54,g95,g21
n16,g14,g67
n17,g9,g21
n18,g9,g24
n63,g34,g0
n9,g95,g52
n25,g64,g51
n30,g31,g83
n31,g62,g63
n10,g30,g38
n43,g25,g41
n68,g12,g32
n34,g33,g66
n8,g63,g57
n53,g98,g68
n55,g2,g60
n38,g66,g43
n33,g31,g32
n62,g39,g67
n11,g32,g92
n27,g83,g66
n50,g65,g29
n44,g83,g12
n12,g62,g51
n67,g48,g4
n0,g44,g85
n22,g67,g54
n58,g8,g56
n36,g2,g54
n42,g13,g90
n61,g89,g57
n3,g11,g68
n29,g2,g23
n47,g35,g41
n49,g7,g94
n52,g63,g19
n59,g68,g93
n57,g13,g43
n66,g3,g13
n37,g63,g67
n13,g60,g79
n40,g88,g85
n19,g3,g27
n46,g77,g20
n7,g3,g72
n15,g27,g99
n48,g31,g35
n41,g2,g8
n64,g97,g5
n56,g47,g28
n2,g78,g18
n1,g18,g20
