n0,g69,g33
n1,g32,g44
n2,g12,g4
n3,g11,g34
n4,g29,g14
n5,g77,g20
n6,g49,g5
n7,g77,g38
n8,g98,g93
n9,g40,g21
n10,g44,g66
n11,g81,g59
n12,g79,g27
n13,g17,g15
n14,g53,g78
n15,g90,g55
n16,g89,g99
n17,g51,g26
n18,g43,g71
n19,g0,g9
n20,g26,g76
n21,g19,g29
n22,g36,g41
n23,g94,g61
n24,g95,g28
n25,g60,g30
n26,g90,g17
n27,g16,g51
n28,g95,g99
n29,g6,g70
n30,g99,g52
n31,g45,g37
n32,g26,g57
n33,g68,g27
n34,g35,g55
n35,g62,g20
n36,g70,g22
n37,g90,g11
n38,g34,g81
n39,g98,g25
n40,g80,g79
n41,g84,g35
n42,g3,g23
n43,g31,g70
n44,g95,g14
n45,g16,g3
n46,g35,g73
n47,g31,g68
n48,g24,g25
n49,g23,g73
n50,g31,g76
n51,g19,g30
n52,g74,g2
n53,g52,g50
n54,g85,g78
n55,g40,g11
n56,g16,g34
n57,g40,g19
