n70,g27,g39
n6,g37,g45
n4,g17,g51
n22,g60,g9
n21,g39,g40
n60,g98,g99
n79,g97,g84
n74,g76,g42
n69,g50,g74
n28,g56,g30
n14,g86,g13
n45,g74,g41
n5,g60,g89
n23,g65,g60
n24,g41,g22
n17,g56,g50
n54,g23,g88
n77,g14,g59
n63,g34,g3
n9,g81,g61
n25,g22,g57
n10,g71,g40
n68,g72,g69
n34,g11,g52
n72,g97,g79
n73,g74,g53
n55,g30,g61
n44,g61,g8
n16,g40,g36
n80,g40,g69
n81,g21,g82
n75,g37,g20
n66,g36,g68
n47,g91,g60
n52,g5,g87
n59,g72,g16
n57,g84,g67
n71,g94,g10
n37,g87,g73
n31,g14,g34
n19,g85,g43
n46,g19,g58
n65,g28,g69
n85,g3,g1
n1,g1,g60
n84,g43,g83
n32,g59,g27
n26,g17,g20
n20,g46,g66
n53,g96,g97
n56,g75,g76
n76,g81,g97
n38,g4,g54
n13,g28,g3
n67,g69,g67
n41,g74,g49
n18,g93,g51
n11,g15,g37
n30,g94,g41
n35,g51,g84
n8,g58,g0
n83,g67,g10
n39,g51,g24
n33,g89,g54
n27,g49,g42
n50,g49,g52
n12,g64,g44
n82,g33,g99
n0,g80,g28
n43,g12,g84
n58,g54,g70
n36,g61,g89
n42,g68,g4
n61,g14,g57
n78,g83,g70
n3,g47,g92
n29,g96,g30
n49,g20,g29
n86,g28,g86
n62,g17,g47
n40,g93,g45
n51,g71,g42
n7,g2,g35
n15,g12,g44
n48,g67,g0
n64,g37,g86
n2,g21,g91
