n0,g99,g71
n1,g24,g76
n2,g59,g70
n3,g30,g42
n4,g53,g23
n5,g89,g43
n6,g88,g43
n7,g86,g79
n8,g92,g10
n9,g73,g77
n10,g24,g74
n11,g22,g96
n12,g4,g81
n13,g47,g23
n14,g4,g51
n15,g63,g26
n16,g34,g88
n17,g6,g36
n18,g28,g85
n19,g57,g50
n20,g44,g43
n21,g92,g52
n22,g84,g27
n23,g91,g35
n24,g19,g16
n25,g33,g74
n26,g63,g66
n27,g69,g55
n28,g77,g94
n29,g62,g33
n30,g88,g35
n31,g50,g87
n32,g18,g92
n33,g82,g27
n34,g1,g62
n35,g28,g63
n36,g34,g1
n37,g82,g4
n38,g6,g22
n39,g90,g46
n40,g45,g83
n41,g39,g38
n42,g65,g54
n43,g66,g80
