n0,g93,g65
n1,g95,g71
n2,g66,g60
n3,g16,g54
n4,g21,g86
n5,g27,g29
n6,g60,g7
n7,g15,g14
n8,g95,g78
n9,g92,g14
n10,g45,g22
n11,g5,g27
n12,g49,g96
n13,g1,g33
n14,g96,g48
n15,g30,g28
n16,g19,g56
n17,g78,g29
n18,g62,g7
n19,g39,g17
n20,g75,g20
n21,g19,g16
n22,g4,g8
n23,g72,g51
n24,g30,g58
n25,g88,g87
n26,g97,g61
n27,g45,g75
n28,g58,g57
n29,g59,g64
n30,g3,g39
n31,g35,g97
n32,g82,g27
n33,g32,g50
n34,g67,g11
n35,g35,g95
n36,g80,g60
n37,g28,g9
n38,g68,g97
n39,g65,g70
n40,g4,g68
n41,g70,g28
n42,g4,g46
n43,g63,g2
