n0,g43,g19
n1,g73,g74
n2,g59,g58
n3,g35,g5
n4,g35,g61
n5,g31,g40
n6,g7,g24
n7,g19,g79
n8,g29,g81
n9,g14,g42
n10,g18,g74
n11,g96,g11
n12,g64,g99
n13,g20,g25
n14,g62,g86
n15,g34,g82
n16,g67,g23
n17,g91,g71
n18,g19,g23
n19,g14,g0
n20,g57,g42
n21,g48,g13
n22,g17,g86
n23,g32,g63
n24,g6,g1
n25,g77,g27
n26,g11,g58
n27,g78,g81
n28,g38,g26
n29,g60,g71
n30,g3,g67
n31,g82,g75
n32,g59,g46
n33,g54,g2
n34,g62,g64
n35,g31,g66
n36,g37,g98
n37,g49,g79
n38,g74,g51
n39,g85,g7
n40,g68,g2
n41,g35,g17
n42,g9,g21
n43,g12,g67
