n0,g21,g93
n1,g83,g45
n2,g11,g66
n3,g49,g9
n4,g71,g69
n5,g20,g11
n6,g94,g31
n7,g94,g49
n8,g40,g56
n9,g41,g82
n10,g0,g23
n11,g74,g89
n12,g24,g4
n13,g95,g73
n14,g89,g26
n15,g83,g36
n16,g52,g22
n17,g4,g96
n18,g17,g84
n19,g19,g94
n20,g48,g56
n21,g59,g57
n22,g61,g35
n23,g31,g49
n24,g16,g37
n25,g63,g0
n26,g72,g38
n27,g77,g56
n28,g26,g76
n29,g25,g18
n30,g41,g81
n31,g44,g43
n32,g17,g79
n33,g4,g32
n34,g48,g7
n35,g44,g9
n36,g29,g97
n37,g68,g54
n38,g0,g94
n39,g48,g98
n40,g0,g87
n41,g4,g68
n42,g93,g24
n43,g43,g11
n44,g5,g87
n45,g23,g91
n46,g43,g51
n47,g61,g52
n48,g43,g64
n49,g35,g79
n50,g40,g95
n51,g91,g24
n52,g36,g3
n53,g58,g84
n54,g36,g72
n55,g2,g19
n56,g79,g5
n57,g19,g32
n58,g59,g61
n59,g5,g39
n60,g35,g62
n61,g39,g47
