n70,g11,g16
n65,g47,g5
n6,g4,g23
n35,g61,g34
n4,g1,g96
n32,g16,g25
n72,g10,g71
n26,g58,g67
n21,g60,g66
n60,g43,g18
n20,g50,g44
n51,g26,g32
n69,g21,g47
n71,g20,g1
n28,g64,g81
n14,g4,g46
n45,g49,g13
n39,g64,g49
n5,g25,g3
n23,g7,g80
n24,g63,g37
n54,g69,g73
n16,g32,g65
n17,g17,g33
n18,g49,g3
n63,g65,g52
n9,g6,g86
n25,g65,g41
n30,g7,g19
n31,g13,g69
n10,g13,g70
n43,g96,g87
n68,g36,g48
n34,g32,g1
n8,g24,g56
n53,g86,g67
n55,g13,g30
n38,g55,g46
n33,g49,g74
n62,g59,g91
n11,g72,g84
n27,g94,g69
n50,g12,g28
n44,g12,g85
n12,g54,g47
n67,g48,g25
n0,g91,g80
n22,g46,g24
n58,g48,g6
n36,g12,g59
n42,g87,g30
n61,g22,g69
n3,g98,g68
n29,g41,g45
n47,g10,g62
n49,g90,g8
n52,g65,g29
n59,g86,g76
n57,g41,g59
n66,g51,g10
n37,g34,g59
n13,g87,g94
n40,g1,g90
n19,g96,g98
n46,g86,g69
n7,g15,g98
n15,g42,g78
n48,g64,g19
n41,g60,g46
n64,g96,g89
n56,g53,g64
n2,g96,g26
n1,g31,g1
