n70,g86,g32
n65,g16,g72
n6,g1,g99
n35,g97,g24
n4,g84,g51
n32,g82,g23
n72,g52,g57
n26,g97,g31
n21,g51,g11
n60,g97,g63
n20,g52,g53
n51,g47,g11
n69,g25,g15
n71,g95,g92
n28,g65,g41
n14,g26,g89
n45,g48,g1
n39,g21,g44
n5,g37,g40
n23,g23,g38
n24,g56,g2
n54,g57,g22
n16,g37,g7
n17,g36,g20
n18,g95,g49
n63,g77,g23
n9,g22,g7
n25,g38,g34
n30,g52,g48
n31,g59,g21
n10,g42,g86
n43,g10,g93
n68,g72,g69
n34,g90,g91
n8,g34,g19
n53,g76,g93
n55,g15,g16
n38,g6,g75
n33,g17,g52
n62,g0,g10
n11,g35,g72
n27,g94,g56
n50,g54,g88
n44,g83,g19
n12,g77,g81
n67,g18,g62
n0,g25,g29
n22,g47,g67
n58,g71,g21
n36,g74,g60
n42,g70,g60
n61,g26,g59
n3,g0,g74
n29,g37,g99
n47,g9,g24
n49,g32,g75
n52,g60,g23
n59,g75,g92
n57,g4,g47
n66,g32,g9
n37,g14,g21
n13,g23,g68
n40,g19,g6
n19,g3,g31
n46,g44,g36
n7,g29,g74
n15,g77,g0
n48,g96,g78
n41,g19,g17
n64,g76,g33
n56,g73,g14
n2,g50,g29
n1,g7,g6
