n0,g89,g63
n1,g78,g42
n2,g96,g3
n3,g3,g88
n4,g98,g96
n5,g2,g57
n6,g20,g79
n7,g24,g93
n8,g16,g1
n9,g47,g95
n10,g66,g57
n11,g43,g15
n12,g20,g25
n13,g33,g97
n14,g19,g62
n15,g72,g64
n16,g74,g28
n17,g56,g14
n18,g65,g99
n19,g58,g22
n20,g21,g45
n21,g78,g72
n22,g21,g40
n23,g49,g53
n24,g0,g84
n25,g17,g52
n26,g26,g5
n27,g47,g12
n28,g38,g48
n29,g84,g98
n30,g45,g3
n31,g17,g91
n32,g87,g90
n33,g63,g92
n34,g43,g52
n35,g0,g58
n36,g78,g40
n37,g16,g7
n38,g14,g32
n39,g37,g13
n40,g7,g87
n41,g24,g42
n42,g15,g42
n43,g7,g10
n44,g50,g73
n45,g70,g86
n46,g43,g69
n47,g25,g38
n48,g44,g94
n49,g79,g53
n50,g96,g48
n51,g53,g30
