n70,g78,g66
n65,g76,g37
n6,g89,g10
n35,g59,g70
n4,g17,g74
n32,g66,g83
n72,g33,g85
n74,g94,g43
n26,g33,g76
n21,g1,g39
n60,g0,g34
n20,g53,g50
n73,g9,g4
n51,g21,g28
n69,g97,g12
n71,g18,g2
n28,g96,g1
n77,g34,g96
n14,g6,g75
n45,g75,g37
n39,g77,g87
n5,g16,g39
n23,g66,g48
n24,g67,g93
n54,g9,g39
n16,g94,g77
n17,g58,g53
n18,g65,g58
n63,g81,g49
n9,g49,g55
n25,g86,g19
n30,g53,g28
n31,g36,g26
n10,g7,g73
n43,g52,g0
n68,g96,g98
n34,g94,g75
n8,g13,g48
n53,g44,g52
n55,g54,g8
n38,g44,g71
n33,g40,g22
n62,g34,g75
n11,g42,g47
n27,g51,g9
n50,g99,g0
n44,g7,g87
n12,g22,g4
n67,g7,g42
n75,g99,g69
n0,g46,g10
n22,g53,g51
n58,g10,g98
n36,g37,g32
n42,g11,g5
n61,g56,g28
n3,g62,g45
n29,g53,g99
n47,g41,g44
n49,g1,g43
n52,g0,g88
n59,g22,g97
n57,g15,g58
n66,g82,g70
n37,g71,g2
n13,g36,g63
n40,g46,g57
n19,g14,g68
n46,g7,g77
n7,g81,g99
n15,g73,g37
n48,g84,g54
n41,g21,g72
n76,g51,g43
n64,g89,g87
n56,g14,g38
n2,g77,g37
n1,g40,g0
