n0,g55,g97
n1,g20,g49
n2,g7,g35
n3,g34,g71
n4,g12,g49
n5,g88,g39
n6,g38,g87
n7,g45,g37
n8,g51,g31
n9,g22,g47
n10,g22,g26
n11,g76,g54
n12,g81,g88
n13,g25,g7
n14,g84,g65
n15,g15,g45
n16,g2,g48
n17,g76,g2
n18,g20,g90
n19,g65,g21
n20,g82,g72
n21,g44,g74
n22,g40,g78
n23,g75,g23
n24,g13,g41
n25,g60,g50
n26,g89,g75
n27,g9,g91
n28,g27,g8
n29,g39,g43
n30,g75,g5
n31,g48,g92
n32,g51,g36
n33,g17,g77
n34,g92,g81
n35,g93,g17
n36,g53,g88
n37,g48,g26
n38,g40,g85
n39,g81,g18
n40,g14,g18
n41,g90,g2
n42,g58,g6
n43,g5,g30
n44,g61,g15
n45,g93,g20
n46,g12,g47
n47,g87,g6
