n0,g85,g95
n1,g96,g46
n2,g24,g88
n3,g94,g14
n4,g30,g21
n5,g78,g36
n6,g56,g75
n7,g60,g92
n8,g30,g10
n9,g77,g84
n10,g76,g77
n11,g58,g97
n12,g61,g73
n13,g35,g39
n14,g51,g15
n15,g32,g61
n16,g28,g2
n17,g26,g94
n18,g10,g83
n19,g30,g24
n20,g96,g28
n21,g64,g60
n22,g47,g48
n23,g92,g38
n24,g72,g67
n25,g54,g64
n26,g65,g50
n27,g0,g58
n28,g69,g4
n29,g72,g5
n30,g30,g20
n31,g92,g73
n32,g60,g45
n33,g47,g30
n34,g67,g1
n35,g94,g21
n36,g49,g26
n37,g83,g56
n38,g46,g13
n39,g52,g2
n40,g78,g17
n41,g63,g21
n42,g29,g1
n43,g98,g43
n44,g75,g60
n45,g11,g4
n46,g20,g92
n47,g27,g5
