n0,g72,g96
n1,g50,g91
n2,g90,g99
n3,g19,g7
n4,g35,g51
n5,g59,g95
n6,g66,g25
n7,g16,g54
n8,g53,g10
n9,g80,g14
n10,g23,g73
n11,g22,g66
n12,g44,g2
n13,g9,g44
n14,g3,g32
n15,g30,g13
n16,g92,g41
n17,g50,g13
n18,g4,g87
n19,g48,g52
n20,g76,g51
n21,g55,g4
n22,g98,g78
n23,g50,g79
n24,g77,g20
n25,g1,g74
n26,g48,g62
n27,g56,g53
n28,g50,g54
n29,g93,g15
n30,g43,g0
n31,g69,g87
n32,g71,g87
n33,g37,g23
n34,g86,g12
n35,g24,g48
n36,g24,g8
n37,g91,g99
n38,g68,g79
n39,g31,g15
n40,g70,g3
n41,g28,g71
n42,g37,g70
n43,g44,g22
n44,g22,g97
n45,g26,g54
n46,g95,g60
n47,g94,g36
n48,g75,g91
n49,g76,g90
n50,g94,g69
n51,g62,g2
n52,g93,g58
n53,g89,g37
n54,g85,g54
n55,g35,g56
n56,g24,g3
n57,g76,g98
n58,g21,g77
n59,g90,g10
