n70,g38,g59
n65,g50,g9
n6,g71,g38
n35,g95,g53
n4,g78,g56
n32,g10,g1
n72,g17,g61
n26,g57,g68
n21,g89,g27
n60,g60,g72
n20,g83,g7
n73,g83,g61
n51,g93,g71
n69,g27,g17
n71,g33,g49
n28,g27,g71
n14,g8,g36
n45,g89,g99
n39,g2,g76
n5,g1,g88
n23,g90,g55
n24,g98,g64
n54,g52,g86
n16,g14,g85
n17,g93,g17
n18,g7,g75
n63,g60,g12
n9,g32,g72
n25,g21,g76
n30,g80,g81
n31,g53,g55
n10,g0,g61
n43,g37,g9
n68,g76,g83
n34,g65,g67
n8,g28,g19
n53,g95,g23
n55,g4,g42
n38,g18,g40
n33,g79,g89
n62,g80,g40
n11,g97,g43
n27,g18,g5
n50,g73,g16
n44,g31,g8
n12,g65,g24
n67,g87,g76
n0,g98,g87
n22,g22,g90
n58,g69,g11
n36,g17,g22
n42,g73,g80
n61,g60,g41
n3,g62,g52
n29,g65,g86
n47,g88,g13
n49,g45,g42
n52,g94,g56
n59,g3,g64
n57,g35,g73
n66,g99,g34
n37,g83,g91
n13,g93,g80
n40,g5,g93
n19,g97,g26
n46,g90,g76
n7,g9,g38
n15,g56,g12
n48,g85,g24
n41,g40,g94
n64,g51,g33
n56,g92,g99
n2,g85,g87
n1,g44,g40
