n0,g72,g35
n1,g77,g80
n2,g16,g63
n3,g91,g85
n4,g32,g44
n5,g85,g82
n6,g62,g17
n7,g57,g63
n8,g76,g12
n9,g43,g42
n10,g79,g91
n11,g56,g61
n12,g1,g5
n13,g30,g52
n14,g73,g99
n15,g48,g72
n16,g19,g94
n17,g72,g75
n18,g88,g87
n19,g73,g46
n20,g86,g56
n21,g59,g35
n22,g20,g93
n23,g34,g31
n24,g94,g73
n25,g14,g9
n26,g3,g27
n27,g95,g47
n28,g49,g97
n29,g17,g48
n30,g30,g13
n31,g18,g99
n32,g57,g39
n33,g36,g45
n34,g85,g77
n35,g92,g62
n36,g35,g20
n37,g97,g62
n38,g67,g86
n39,g91,g75
n40,g83,g23
n41,g70,g64
n42,g97,g0
n43,g78,g58
n44,g56,g93
n45,g31,g41
