n0,g12,g96
n1,g21,g93
n2,g49,g71
n3,g97,g68
n4,g29,g3
n5,g74,g82
n6,g11,g33
n7,g70,g9
n8,g70,g30
n9,g56,g27
n10,g3,g7
n11,g11,g36
n12,g90,g2
n13,g93,g87
n14,g54,g53
n15,g34,g99
n16,g69,g70
n17,g0,g79
n18,g8,g47
n19,g99,g94
n20,g8,g18
n21,g40,g12
n22,g6,g97
n23,g66,g90
n24,g54,g49
n25,g2,g36
n26,g86,g94
n27,g35,g57
n28,g85,g72
n29,g94,g84
n30,g98,g24
n31,g37,g79
n32,g57,g47
n33,g63,g48
n34,g33,g49
n35,g10,g43
n36,g63,g84
n37,g89,g2
n38,g49,g22
n39,g31,g58
n40,g13,g68
n41,g61,g39
n42,g84,g17
n43,g1,g23
n44,g93,g82
n45,g88,g33
