n0,g50,g26
n1,g84,g13
n2,g37,g45
n3,g92,g31
n4,g78,g68
n5,g63,g70
n6,g3,g41
n7,g54,g76
n8,g30,g3
n9,g66,g98
n10,g43,g75
n11,g76,g72
n12,g14,g78
n13,g25,g3
n14,g94,g90
n15,g68,g63
n16,g44,g86
n17,g48,g53
n18,g45,g1
n19,g93,g62
n20,g56,g8
n21,g51,g46
n22,g75,g66
n23,g7,g51
n24,g10,g3
n25,g31,g53
n26,g78,g45
n27,g99,g37
n28,g10,g61
n29,g47,g83
n30,g65,g75
n31,g0,g2
n32,g77,g28
n33,g48,g45
n34,g89,g70
n35,g24,g58
n36,g13,g14
n37,g75,g32
n38,g54,g53
n39,g41,g29
n40,g67,g86
n41,g87,g50
n42,g39,g18
n43,g26,g6
