n0,g93,g83
n1,g2,g55
n2,g56,g17
n3,g26,g47
n4,g92,g19
n5,g89,g30
n6,g95,g25
n7,g41,g2
n8,g94,g45
n9,g12,g32
n10,g1,g7
n11,g8,g16
n12,g51,g52
n13,g37,g47
n14,g83,g70
n15,g68,g84
n16,g64,g3
n17,g51,g54
n18,g31,g38
n19,g94,g37
n20,g7,g97
n21,g30,g41
n22,g60,g6
n23,g39,g38
n24,g43,g8
n25,g61,g12
n26,g58,g92
n27,g86,g99
n28,g96,g11
n29,g71,g29
n30,g4,g63
n31,g99,g39
n32,g85,g64
n33,g42,g94
n34,g29,g41
n35,g86,g87
n36,g39,g46
n37,g87,g63
n38,g76,g45
n39,g94,g56
n40,g19,g16
n41,g52,g17
n42,g18,g90
n43,g1,g88
n44,g24,g0
n45,g23,g69
n46,g1,g47
