n0,g90,g38
n1,g61,g64
n2,g73,g44
n3,g49,g1
n4,g3,g93
n5,g17,g68
n6,g68,g65
n7,g42,g17
n8,g68,g88
n9,g66,g32
n10,g5,g10
n11,g89,g49
n12,g94,g14
n13,g66,g3
n14,g55,g10
n15,g18,g46
n16,g27,g19
n17,g44,g24
n18,g88,g19
n19,g19,g91
n20,g68,g51
n21,g43,g17
n22,g39,g93
n23,g87,g98
n24,g35,g17
n25,g28,g61
n26,g80,g43
n27,g21,g70
n28,g13,g95
n29,g80,g79
n30,g20,g29
n31,g27,g83
n32,g20,g15
n33,g10,g37
n34,g87,g94
n35,g63,g40
n36,g14,g85
n37,g74,g51
n38,g27,g95
n39,g25,g34
n40,g55,g4
n41,g66,g43
n42,g56,g83
n43,g76,g2
n44,g3,g41
n45,g91,g20
n46,g56,g65
