n0,g3,g27
n1,g85,g83
n2,g74,g0
n3,g34,g22
n4,g29,g51
n5,g95,g50
n6,g21,g55
n7,g52,g58
n8,g14,g21
n9,g17,g41
n10,g72,g77
n11,g38,g28
n12,g72,g25
n13,g86,g0
n14,g6,g79
n15,g61,g10
n16,g69,g15
n17,g68,g32
n18,g50,g92
n19,g78,g59
n20,g77,g60
n21,g4,g5
n22,g24,g65
n23,g90,g15
n24,g56,g76
n25,g13,g2
n26,g20,g74
n27,g28,g17
n28,g60,g94
n29,g25,g53
n30,g90,g14
n31,g52,g99
n32,g44,g61
n33,g22,g88
n34,g4,g2
n35,g30,g25
n36,g73,g72
n37,g92,g99
n38,g37,g36
n39,g42,g79
n40,g41,g64
n41,g97,g49
n42,g0,g47
n43,g33,g66
n44,g77,g44
n45,g91,g28
