n0,g34,g16
n1,g36,g77
n2,g40,g74
n3,g12,g72
n4,g37,g21
n5,g3,g50
n6,g55,g52
n7,g16,g75
n8,g23,g7
n9,g27,g50
n10,g49,g40
n11,g36,g60
n12,g64,g58
n13,g41,g46
n14,g74,g36
n15,g36,g8
n16,g60,g82
n17,g66,g14
n18,g63,g93
n19,g24,g55
n20,g94,g63
n21,g71,g53
n22,g32,g39
n23,g50,g0
n24,g40,g11
n25,g39,g68
n26,g10,g20
n27,g15,g50
n28,g19,g34
n29,g73,g98
n30,g25,g31
n31,g46,g9
n32,g53,g49
n33,g51,g29
n34,g12,g11
n35,g28,g68
n36,g75,g80
n37,g94,g78
n38,g99,g13
n39,g52,g76
n40,g62,g95
n41,g68,g41
n42,g73,g42
n43,g44,g31
n44,g7,g85
n45,g31,g45
n46,g39,g61
n47,g41,g39
n48,g21,g34
n49,g65,g64
n50,g82,g13
n51,g60,g20
n52,g11,g88
n53,g89,g54
n54,g50,g33
n55,g93,g28
n56,g51,g26
n57,g78,g64
n58,g29,g90
n59,g89,g93
n60,g93,g24
n61,g46,g49
n62,g67,g43
n63,g20,g29
