n0,g16,g47
n1,g89,g70
n2,g29,g52
n3,g74,g45
n4,g47,g72
n5,g87,g83
n6,g93,g35
n7,g57,g22
n8,g2,g43
n9,g81,g34
n10,g99,g82
n11,g4,g63
n12,g17,g82
n13,g83,g79
n14,g98,g18
n15,g14,g21
n16,g93,g17
n17,g45,g15
n18,g10,g20
n19,g26,g75
n20,g74,g9
n21,g54,g98
n22,g11,g25
n23,g87,g81
n24,g53,g48
n25,g24,g34
n26,g8,g14
n27,g75,g29
n28,g79,g33
n29,g50,g97
n30,g17,g10
n31,g23,g86
n32,g1,g26
n33,g19,g39
n34,g51,g42
n35,g48,g92
n36,g27,g25
n37,g83,g76
n38,g17,g90
n39,g99,g14
n40,g88,g23
n41,g35,g27
n42,g17,g15
n43,g9,g15
n44,g28,g43
n45,g47,g78
n46,g96,g38
n47,g15,g23
n48,g21,g56
n49,g26,g54
n50,g12,g79
n51,g31,g87
n52,g64,g6
n53,g81,g30
n54,g89,g22
n55,g41,g3
n56,g62,g68
n57,g62,g75
n58,g12,g59
n59,g19,g6
n60,g88,g71
n61,g46,g98
n62,g69,g2
n63,g19,g52
