n70,g95,g76
n65,g32,g1
n6,g97,g22
n35,g57,g97
n4,g33,g12
n32,g98,g34
n72,g37,g78
n74,g91,g40
n26,g29,g78
n21,g88,g57
n60,g56,g93
n20,g4,g24
n73,g69,g4
n51,g27,g0
n69,g91,g34
n71,g28,g73
n28,g68,g79
n77,g6,g35
n14,g27,g4
n45,g72,g82
n39,g7,g92
n5,g21,g18
n23,g91,g74
n24,g65,g87
n54,g91,g80
n16,g58,g49
n17,g6,g85
n18,g86,g57
n63,g84,g24
n9,g2,g65
n25,g29,g58
n30,g5,g75
n31,g37,g75
n10,g66,g83
n43,g96,g79
n68,g35,g49
n34,g52,g99
n8,g56,g96
n53,g55,g12
n55,g61,g32
n38,g70,g59
n33,g27,g79
n62,g76,g4
n11,g12,g75
n27,g64,g12
n50,g10,g30
n44,g77,g71
n12,g92,g21
n67,g11,g49
n75,g33,g31
n0,g86,g58
n22,g20,g61
n58,g88,g84
n36,g80,g55
n42,g70,g55
n61,g65,g45
n78,g11,g43
n3,g53,g69
n29,g81,g41
n47,g90,g10
n49,g85,g16
n52,g28,g60
n59,g85,g81
n57,g31,g56
n66,g54,g19
n37,g3,g79
n13,g74,g12
n40,g57,g18
n19,g83,g91
n46,g53,g96
n7,g72,g66
n15,g53,g95
n48,g73,g7
n41,g60,g11
n76,g41,g26
n64,g10,g38
n56,g60,g94
n2,g88,g3
n1,g71,g31
