n70,g17,g11
n65,g46,g92
n6,g34,g76
n35,g15,g22
n4,g77,g26
n32,g61,g98
n72,g81,g42
n74,g55,g45
n26,g56,g96
n21,g7,g92
n60,g84,g90
n20,g22,g97
n73,g26,g91
n51,g20,g3
n69,g25,g57
n71,g38,g9
n28,g10,g12
n77,g40,g8
n14,g16,g68
n45,g0,g5
n39,g11,g37
n5,g91,g87
n23,g21,g64
n24,g35,g13
n54,g10,g77
n16,g76,g32
n17,g26,g21
n18,g27,g48
n63,g9,g43
n9,g56,g76
n25,g0,g86
n30,g45,g87
n31,g65,g20
n10,g34,g5
n43,g85,g62
n68,g71,g79
n34,g11,g49
n8,g99,g9
n79,g64,g67
n53,g20,g29
n55,g39,g54
n38,g6,g37
n33,g3,g31
n62,g61,g15
n11,g6,g84
n27,g78,g13
n50,g82,g72
n44,g12,g55
n12,g80,g15
n67,g57,g16
n75,g20,g57
n0,g98,g78
n22,g87,g24
n58,g18,g38
n36,g95,g15
n42,g7,g83
n61,g61,g77
n78,g19,g2
n3,g60,g49
n29,g52,g58
n47,g59,g94
n49,g43,g3
n52,g6,g68
n59,g52,g26
n57,g24,g90
n66,g18,g29
n37,g70,g37
n13,g53,g83
n40,g65,g99
n19,g50,g23
n46,g55,g5
n7,g47,g21
n15,g76,g92
n48,g65,g0
n41,g4,g88
n76,g33,g72
n64,g64,g14
n56,g62,g36
n2,g43,g17
n1,g2,g99
