n70,g38,g43
n65,g87,g89
n6,g44,g8
n35,g36,g86
n4,g44,g20
n32,g20,g34
n72,g61,g79
n74,g71,g66
n26,g82,g34
n21,g3,g20
n60,g90,g73
n20,g84,g85
n73,g35,g23
n51,g3,g86
n69,g47,g77
n71,g65,g34
n28,g93,g16
n14,g47,g64
n45,g66,g57
n39,g66,g68
n5,g34,g55
n23,g91,g6
n24,g53,g72
n54,g63,g54
n16,g26,g76
n17,g14,g68
n18,g76,g23
n63,g86,g17
n9,g79,g87
n25,g2,g28
n30,g53,g36
n31,g96,g63
n10,g85,g61
n43,g37,g61
n68,g3,g48
n34,g76,g38
n8,g8,g77
n53,g47,g0
n55,g19,g12
n38,g8,g23
n33,g17,g78
n62,g30,g60
n11,g21,g53
n27,g95,g71
n50,g95,g80
n44,g75,g88
n12,g45,g26
n67,g8,g91
n75,g64,g90
n0,g29,g54
n22,g67,g62
n58,g81,g45
n36,g54,g12
n42,g96,g19
n61,g17,g9
n3,g46,g5
n29,g71,g31
n47,g32,g22
n49,g53,g96
n52,g33,g85
n59,g41,g2
n57,g66,g94
n66,g10,g87
n37,g91,g17
n13,g6,g60
n40,g53,g88
n19,g31,g14
n46,g46,g78
n7,g15,g75
n15,g39,g1
n48,g1,g77
n41,g60,g93
n76,g89,g47
n64,g30,g85
n56,g45,g10
n2,g83,g86
n1,g26,g77
