n70,g22,g63
n65,g19,g46
n6,g64,g8
n35,g61,g25
n4,g91,g68
n32,g73,g34
n72,g33,g80
n74,g58,g44
n26,g50,g86
n21,g65,g81
n60,g23,g84
n20,g78,g31
n73,g40,g87
n51,g9,g12
n69,g54,g49
n71,g94,g8
n28,g75,g18
n14,g83,g55
n45,g25,g12
n39,g5,g57
n5,g85,g70
n23,g36,g65
n24,g38,g94
n54,g77,g76
n16,g36,g8
n17,g20,g55
n18,g57,g11
n63,g84,g90
n9,g40,g34
n25,g55,g64
n30,g17,g38
n31,g85,g79
n10,g44,g59
n43,g75,g79
n68,g10,g26
n34,g2,g49
n8,g45,g67
n53,g99,g16
n55,g29,g96
n38,g5,g90
n33,g35,g46
n62,g97,g10
n11,g26,g76
n27,g26,g29
n50,g25,g36
n44,g44,g92
n12,g56,g40
n67,g19,g2
n75,g26,g81
n0,g18,g61
n22,g86,g90
n58,g41,g23
n36,g29,g30
n42,g70,g26
n61,g48,g24
n3,g16,g31
n29,g39,g27
n47,g55,g32
n49,g7,g47
n52,g96,g11
n59,g11,g36
n57,g16,g49
n66,g18,g40
n37,g52,g73
n13,g35,g71
n40,g86,g92
n19,g62,g95
n46,g18,g17
n7,g45,g78
n15,g89,g93
n48,g81,g16
n41,g41,g56
n76,g82,g19
n64,g8,g71
n56,g91,g58
n2,g17,g77
n1,g62,g16
