n70,g70,g30
n65,g49,g67
n6,g26,g3
n35,g48,g52
n4,g56,g69
n32,g90,g38
n72,g84,g17
n74,g41,g92
n26,g99,g16
n21,g53,g41
n60,g32,g45
n20,g95,g51
n73,g50,g2
n51,g90,g27
n69,g49,g75
n71,g80,g18
n28,g25,g74
n77,g11,g1
n14,g94,g66
n45,g58,g65
n39,g47,g98
n5,g8,g24
n23,g81,g38
n24,g72,g4
n54,g37,g62
n16,g45,g14
n17,g77,g27
n18,g98,g37
n63,g85,g22
n9,g96,g83
n25,g62,g42
n30,g12,g94
n31,g43,g55
n10,g10,g93
n43,g22,g66
n68,g15,g9
n34,g52,g22
n8,g87,g29
n79,g80,g71
n53,g5,g7
n55,g2,g22
n38,g93,g41
n33,g46,g38
n62,g90,g58
n11,g58,g80
n27,g42,g27
n50,g6,g9
n44,g64,g26
n12,g54,g77
n67,g52,g18
n75,g66,g32
n80,g6,g65
n0,g84,g86
n22,g64,g39
n81,g37,g5
n58,g42,g55
n36,g39,g93
n42,g11,g14
n61,g55,g69
n78,g12,g2
n3,g11,g7
n29,g35,g96
n47,g65,g75
n49,g25,g6
n52,g71,g13
n59,g64,g13
n57,g2,g98
n66,g83,g58
n37,g39,g22
n13,g63,g1
n40,g30,g58
n19,g25,g17
n46,g31,g9
n7,g26,g36
n15,g48,g36
n48,g14,g8
n41,g82,g92
n76,g73,g60
n64,g96,g24
n56,g36,g11
n2,g2,g14
n1,g11,g35
