n0,g36,g50
n1,g74,g52
n2,g63,g40
n3,g53,g78
n4,g16,g46
n5,g24,g92
n6,g11,g99
n7,g83,g44
n8,g16,g34
n9,g72,g5
n10,g85,g17
n11,g67,g7
n12,g56,g64
n13,g33,g20
n14,g0,g27
n15,g40,g48
n16,g62,g71
n17,g42,g8
n18,g79,g75
n19,g22,g63
n20,g81,g4
n21,g81,g24
n22,g17,g0
n23,g73,g46
n24,g45,g51
n25,g58,g89
n26,g49,g92
n27,g54,g63
n28,g46,g88
n29,g38,g35
n30,g22,g42
n31,g14,g70
n32,g84,g52
n33,g20,g23
n34,g77,g74
n35,g28,g3
n36,g40,g61
n37,g91,g54
n38,g79,g14
n39,g60,g9
n40,g34,g46
n41,g58,g54
n42,g84,g60
n43,g73,g77
n44,g40,g5
n45,g70,g57
n46,g9,g32
n47,g90,g44
n48,g43,g12
n49,g82,g66
n50,g13,g25
n51,g0,g10
n52,g20,g47
n53,g77,g42
n54,g16,g60
n55,g35,g75
n56,g63,g36
n57,g3,g93
n58,g65,g12
n59,g53,g55
n60,g65,g43
n61,g81,g31
n62,g31,g4
n63,g6,g92
