n70,g72,g15
n6,g0,g6
n4,g55,g13
n22,g26,g33
n21,g90,g69
n60,g93,g73
n79,g34,g44
n74,g41,g92
n69,g50,g96
n28,g20,g22
n14,g60,g37
n45,g4,g57
n5,g36,g38
n23,g27,g26
n24,g41,g87
n17,g68,g19
n54,g99,g88
n77,g11,g54
n63,g30,g3
n9,g14,g62
n25,g88,g77
n87,g68,g29
n10,g36,g60
n68,g83,g26
n34,g62,g90
n72,g30,g11
n73,g83,g23
n55,g21,g96
n44,g90,g53
n16,g36,g8
n80,g69,g2
n81,g11,g0
n75,g12,g14
n66,g5,g23
n47,g71,g63
n52,g56,g46
n59,g48,g76
n57,g95,g3
n71,g38,g81
n37,g76,g8
n31,g3,g33
n19,g50,g58
n46,g80,g0
n65,g9,g76
n85,g97,g87
n1,g64,g13
n84,g10,g53
n32,g8,g87
n26,g3,g24
n20,g55,g9
n53,g29,g24
n56,g70,g93
n76,g99,g9
n38,g21,g28
n13,g68,g46
n67,g92,g12
n41,g53,g21
n18,g49,g75
n11,g96,g83
n30,g42,g66
n35,g99,g35
n8,g82,g14
n83,g77,g59
n39,g0,g50
n33,g45,g3
n27,g85,g71
n50,g0,g29
n12,g82,g37
n82,g22,g81
n0,g19,g56
n43,g90,g95
n58,g37,g52
n36,g68,g81
n42,g27,g90
n61,g39,g16
n78,g46,g67
n3,g36,g58
n29,g42,g48
n49,g54,g39
n86,g34,g18
n62,g38,g23
n40,g56,g39
n51,g70,g31
n7,g60,g45
n15,g38,g13
n48,g7,g88
n64,g94,g95
n2,g39,g89
