n70,g9,g91
n6,g37,g98
n4,g72,g3
n22,g85,g31
n21,g55,g7
n60,g16,g78
n79,g38,g2
n74,g38,g60
n69,g94,g17
n28,g97,g70
n14,g21,g45
n45,g66,g26
n5,g56,g49
n23,g12,g69
n24,g85,g2
n17,g88,g56
n54,g58,g8
n77,g36,g26
n63,g96,g78
n9,g44,g2
n25,g25,g72
n87,g43,g49
n10,g67,g92
n68,g53,g14
n34,g6,g30
n72,g92,g48
n73,g57,g46
n55,g72,g23
n44,g21,g96
n16,g12,g65
n80,g30,g65
n81,g28,g27
n75,g81,g96
n66,g68,g22
n47,g38,g59
n52,g47,g84
n59,g53,g22
n57,g92,g49
n71,g79,g18
n37,g3,g59
n31,g98,g62
n19,g43,g96
n46,g72,g44
n65,g64,g29
n85,g55,g62
n1,g64,g1
n84,g74,g53
n32,g63,g48
n26,g88,g94
n20,g72,g10
n53,g2,g10
n56,g41,g5
n76,g64,g43
n38,g52,g19
n13,g82,g43
n67,g24,g46
n41,g77,g34
n18,g20,g22
n11,g66,g9
n30,g39,g69
n35,g17,g57
n8,g79,g2
n83,g29,g27
n39,g77,g47
n33,g62,g52
n27,g5,g88
n50,g89,g56
n12,g91,g71
n82,g93,g42
n0,g25,g78
n43,g64,g35
n58,g25,g37
n36,g20,g56
n42,g42,g41
n61,g39,g88
n78,g11,g24
n3,g27,g77
n29,g25,g42
n49,g78,g31
n86,g49,g44
n62,g76,g14
n40,g13,g87
n51,g39,g78
n7,g57,g59
n15,g53,g26
n48,g71,g30
n64,g55,g6
n2,g40,g87
