n0,g38,g29
n1,g92,g0
n2,g10,g57
n3,g12,g49
n4,g95,g32
n5,g99,g95
n6,g68,g71
n7,g7,g48
n8,g49,g3
n9,g79,g64
n10,g55,g28
n11,g66,g78
n12,g84,g5
n13,g66,g27
n14,g19,g44
n15,g83,g1
n16,g21,g18
n17,g52,g84
n18,g69,g44
n19,g63,g71
n20,g72,g34
n21,g25,g14
n22,g98,g66
n23,g44,g45
n24,g87,g62
n25,g8,g16
n26,g25,g49
n27,g92,g4
n28,g53,g1
n29,g67,g16
n30,g74,g82
n31,g39,g62
n32,g34,g99
n33,g89,g87
n34,g3,g1
n35,g5,g20
n36,g44,g81
n37,g54,g35
n38,g46,g84
n39,g69,g25
n40,g88,g71
n41,g12,g33
n42,g11,g72
n43,g16,g54
n44,g2,g31
n45,g59,g11
n46,g91,g26
n47,g69,g59
