n0,g96,g10
n1,g92,g23
n2,g39,g60
n3,g93,g95
n4,g99,g83
n5,g99,g41
n6,g78,g30
n7,g2,g91
n8,g55,g31
n9,g28,g20
n10,g45,g98
n11,g27,g34
n12,g42,g73
n13,g53,g87
n14,g3,g28
n15,g87,g45
n16,g93,g38
n17,g75,g55
n18,g56,g4
n19,g27,g72
n20,g77,g72
n21,g20,g6
n22,g33,g2
n23,g20,g85
n24,g82,g88
n25,g79,g96
n26,g88,g70
n27,g73,g4
n28,g1,g66
n29,g16,g96
n30,g37,g14
n31,g79,g74
n32,g7,g24
n33,g13,g24
n34,g73,g19
n35,g38,g60
n36,g99,g96
n37,g71,g97
n38,g92,g84
n39,g37,g35
n40,g45,g92
n41,g66,g58
n42,g32,g90
n43,g6,g58
n44,g46,g94
n45,g11,g62
n46,g89,g27
n47,g53,g14
n48,g78,g41
n49,g8,g17
n50,g45,g75
n51,g37,g65
n52,g91,g5
n53,g36,g4
n54,g49,g58
n55,g79,g5
n56,g51,g40
n57,g24,g76
n58,g52,g8
n59,g14,g13
n60,g69,g3
n61,g56,g79
