n0,g95,g19
n1,g33,g93
n2,g68,g54
n3,g64,g67
n4,g21,g91
n5,g67,g37
n6,g54,g75
n7,g85,g31
n8,g18,g16
n9,g10,g38
n10,g82,g18
n11,g89,g49
n12,g84,g75
n13,g26,g34
n14,g18,g34
n15,g66,g1
n16,g24,g35
n17,g56,g99
n18,g45,g16
n19,g15,g61
n20,g1,g42
n21,g2,g3
n22,g80,g58
n23,g34,g48
n24,g40,g47
n25,g63,g39
n26,g89,g26
n27,g20,g94
n28,g80,g65
n29,g78,g45
n30,g90,g87
n31,g15,g55
n32,g85,g75
n33,g13,g4
n34,g54,g96
n35,g85,g70
n36,g49,g65
n37,g56,g78
n38,g94,g58
n39,g80,g85
n40,g99,g22
n41,g17,g76
n42,g44,g51
n43,g25,g88
n44,g13,g44
n45,g20,g26
n46,g15,g63
n47,g61,g33
n48,g7,g11
n49,g28,g30
n50,g34,g46
n51,g47,g58
n52,g35,g41
n53,g94,g74
n54,g4,g61
n55,g82,g62
n56,g16,g51
n57,g28,g42
n58,g60,g80
n59,g46,g49
n60,g49,g31
n61,g86,g48
