n0,g26,g22
n1,g64,g85
n2,g16,g82
n3,g51,g94
n4,g62,g90
n5,g85,g8
n6,g4,g5
n7,g80,g30
n8,g52,g44
n9,g87,g16
n10,g36,g66
n11,g29,g49
n12,g1,g50
n13,g25,g90
n14,g46,g0
n15,g92,g69
n16,g53,g78
n17,g11,g62
n18,g90,g47
n19,g47,g82
n20,g37,g68
n21,g95,g32
n22,g74,g82
n23,g82,g49
n24,g28,g34
n25,g37,g76
n26,g44,g1
n27,g93,g98
n28,g87,g67
n29,g36,g19
n30,g6,g58
n31,g79,g99
n32,g74,g19
n33,g21,g8
n34,g90,g78
n35,g31,g5
n36,g0,g74
n37,g64,g29
n38,g62,g79
n39,g57,g79
n40,g21,g83
n41,g38,g86
n42,g98,g75
n43,g31,g62
n44,g62,g23
n45,g38,g89
n46,g12,g85
n47,g56,g80
n48,g90,g32
n49,g31,g55
n50,g77,g37
n51,g65,g93
n52,g38,g57
