n0,g61,g71
n1,g71,g88
n2,g96,g83
n3,g81,g57
n4,g53,g32
n5,g12,g0
n6,g10,g83
n7,g28,g86
n8,g84,g78
n9,g5,g29
n10,g91,g46
n11,g59,g87
n12,g90,g96
n13,g64,g15
n14,g70,g92
n15,g13,g83
n16,g24,g16
n17,g85,g37
n18,g90,g67
n19,g19,g58
n20,g85,g19
n21,g88,g76
n22,g77,g83
n23,g76,g92
n24,g12,g46
n25,g31,g3
n26,g0,g92
n27,g87,g16
n28,g14,g32
n29,g46,g41
n30,g13,g81
n31,g36,g16
n32,g66,g40
n33,g2,g58
n34,g24,g3
n35,g40,g51
n36,g48,g41
n37,g29,g50
n38,g46,g62
n39,g32,g25
n40,g63,g59
n41,g82,g10
n42,g47,g85
n43,g47,g99
n44,g48,g65
n45,g67,g79
n46,g57,g18
n47,g30,g28
n48,g30,g2
n49,g38,g48
n50,g17,g52
n51,g64,g58
n52,g21,g32
n53,g0,g90
n54,g8,g37
